scan_num,stamp,x,y,z,yaw,imu_x,imu_y,imu_z,imu_yaw,gicp_dx,gicp_dy,gicp_dz,gicp_dyaw,gicp_conf,chi2,accepted,motion,n_map_vox,n_scan_pts,use_submap
412,1991.999522,0.032696,-2.341117,-0.728916,2.815280,0.006114,-2.391992,-0.675041,2.784479,0.01587299068114878,-0.07547155659068805,-0.060299267428591485,-0.01800436333421531,0.4004283829750497,0.05180336707683546,1,combined,35443,24000,1
413,1992.099367,-0.005104,-2.376500,-0.745796,2.733368,0.029984,-2.287795,-0.759595,2.761465,0.02117005469654243,0.06800826776206037,-0.014199235539414157,-0.06996561025872829,0.6361907779125386,0.09096908247682334,1,rotating,35802,24000,1
414,1992.199600,-0.045706,-2.369359,-0.739860,2.661409,-0.050577,-2.384527,-0.773863,2.654491,0.04086295132393203,0.009371978635767775,0.012605995460900132,-0.07258488779318742,0.9254984545803684,0.007185591004063194,1,rotating,36078,24000,1
415,1992.299459,-0.026686,-2.344551,-0.721588,2.618199,-0.053990,-2.367905,-0.739330,2.648117,-0.008984732333049195,-0.0499254620556675,0.032839343672027344,-0.05375522640620315,0.9396905380368519,0.09458116829193995,1,combined,36354,24000,1
416,1992.399299,-0.053387,-2.361655,-0.711549,2.536386,-0.032716,-2.321986,-0.692688,2.544142,0.014128775545280803,0.03333137502550665,0.009565739574246557,-0.08078749250314239,0.9474951886860299,0.011876135207180498,1,rotating,36671,24000,1
417,1992.499924,-0.032788,-2.336787,-0.682640,2.475987,-0.077705,-2.366254,-0.700990,2.459435,-0.0035601006467522733,-0.037094301417925246,0.03098256860084836,-0.06308260303019453,0.934234145303995,0.02997668462014925,1,combined,36890,24000,1
418,1992.599766,-0.044577,-2.290801,-0.712334,2.424625,-0.009974,-2.286867,-0.637892,2.361717,0.03735036546036197,-0.025820459926341854,-0.028674449483585662,-0.04845416905242561,0.6742503612338715,0.03983694257338588,1,combined,37094,24000,1
419,1992.699607,-0.024586,-2.269291,-0.717492,2.365057,-0.062353,-2.248180,-0.738750,2.353302,-0.0024669039179225916,-0.028201305597442605,-0.003562880094521992,-0.05843044376869332,0.9350062435603461,0.017432772300687533,1,combined,37325,24000,1
420,1992.799446,0.009435,-2.242151,-0.713465,2.326682,-0.010204,-2.247933,-0.720271,2.317264,-0.005858266399797474,-0.043780130438577425,0.005029644634994113,-0.03815819200857881,0.947782961728832,0.005274929732314225,1,combined,35095,24000,1
421,1992.899281,0.020696,-2.212825,-0.721474,2.277603,0.048880,-2.203959,-0.707835,2.264446,0.012129373706926128,-0.024559044839497446,-0.007440569403295072,-0.04475888137350776,0.9340055750776823,0.011185736161003828,1,rotating,35350,24000,1
